social_id,customer_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate
SOC002858,CUST2858,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002859,CUST2859,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002860,CUST2860,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002861,CUST2861,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002862,CUST2862,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002863,CUST2863,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002864,CUST2864,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002865,CUST2865,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29
SOC002866,CUST2866,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002867,CUST2867,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002868,CUST2868,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002869,CUST2869,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002870,CUST2870,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002871,CUST2871,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002872,CUST2872,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002873,CUST2873,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002874,CUST2874,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002875,CUST2875,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002876,CUST2876,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002877,CUST2877,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002878,CUST2878,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002879,CUST2879,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002880,CUST2880,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002881,CUST2881,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002882,CUST2882,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002883,CUST2883,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002884,CUST2884,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC002885,CUST2885,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002886,CUST2886,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002887,CUST2887,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002888,CUST2888,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002889,CUST2889,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002890,CUST2890,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002891,CUST2891,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002892,CUST2892,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002893,CUST2893,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002894,CUST2894,Twitter,14,22,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002895,CUST2895,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002896,CUST2896,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002897,CUST2897,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002898,CUST2898,Facebook,12,21,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002899,CUST2899,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002900,CUST2900,Twitter,16,26,6,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08
SOC002901,CUST2901,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002902,CUST2902,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002903,CUST2903,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002904,CUST2904,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002905,CUST2905,Instagram,55,121,37,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002906,CUST2906,Twitter,18,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09
SOC002907,CUST2907,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002908,CUST2908,YouTube,25,40,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002909,CUST2909,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002910,CUST2910,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002911,CUST2911,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002912,CUST2912,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002913,CUST2913,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002914,CUST2914,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002915,CUST2915,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002916,CUST2916,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002917,CUST2917,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC002918,CUST2918,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC002919,CUST2919,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002920,CUST2920,Twitter,17,27,6,Match Highlights,Medium,No,3.3,Carousel Post,7,0.09
SOC002921,CUST2921,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002922,CUST2922,YouTube,26,44,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002923,CUST2923,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002924,CUST2924,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002925,CUST2925,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002926,CUST2926,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002927,CUST2927,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002928,CUST2928,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002929,CUST2929,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002930,CUST2930,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002931,CUST2931,Instagram,50,105,33,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002932,CUST2932,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002933,CUST2933,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002934,CUST2934,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07
SOC002935,CUST2935,Instagram,54,116,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002936,CUST2936,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002937,CUST2937,Instagram,41,88,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22
SOC002938,CUST2938,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002939,CUST2939,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002940,CUST2940,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002941,CUST2941,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002942,CUST2942,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002943,CUST2943,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002944,CUST2944,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002945,CUST2945,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29
SOC002946,CUST2946,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002947,CUST2947,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002948,CUST2948,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002949,CUST2949,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002950,CUST2950,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002951,CUST2951,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002952,CUST2952,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002953,CUST2953,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002954,CUST2954,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002955,CUST2955,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002956,CUST2956,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002957,CUST2957,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002958,CUST2958,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002959,CUST2959,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002960,CUST2960,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002961,CUST2961,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002962,CUST2962,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002963,CUST2963,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002964,CUST2964,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC002965,CUST2965,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002966,CUST2966,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002967,CUST2967,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002968,CUST2968,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002969,CUST2969,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002970,CUST2970,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002971,CUST2971,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002972,CUST2972,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002973,CUST2973,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002974,CUST2974,Twitter,14,22,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002975,CUST2975,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002976,CUST2976,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002977,CUST2977,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002978,CUST2978,Facebook,12,21,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002979,CUST2979,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002980,CUST2980,Twitter,16,26,6,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08
SOC002981,CUST2981,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002982,CUST2982,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002983,CUST2983,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002984,CUST2984,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002985,CUST2985,Instagram,55,121,37,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002986,CUST2986,Twitter,18,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09
SOC002987,CUST2987,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002988,CUST2988,YouTube,25,40,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002989,CUST2989,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002990,CUST2990,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002991,CUST2991,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002992,CUST2992,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002993,CUST2993,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002994,CUST2994,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002995,CUST2995,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002996,CUST2996,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002997,CUST2997,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC002998,CUST2998,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC002999,CUST2999,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC003000,CUST3000,Twitter,17,27,6,Match Highlights,Medium,No,3.3,Carousel Post,7,0.09
SOC003001,CUST3001,Instagram,52,114,35,Short Reels,High,Yes,7.1,Short Video,26,0.28
SOC003002,CUST3002,YouTube,27,48,12,Match Analysis,Medium,Yes,4.5,Long Video,11,0.13
SOC003003,CUST3003,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC003004,CUST3004,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC003005,CUST3005,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29
SOC003006,CUST3006,Twitter,18,30,7,Match Highlights,Medium,No,3.5,Carousel Post,7,0.09
SOC003007,CUST3007,Instagram,44,94,28,Memes,High,Yes,6.1,Short Video,21,0.24
SOC003008,CUST3008,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC003009,CUST3009,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC003010,CUST3010,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC003011,CUST3011,Instagram,50,108,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC003012,CUST3012,YouTube,29,51,13,Match Analysis,High,Yes,4.8,Long Video,13,0.15
SOC003013,CUST3013,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC003014,CUST3014,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07
SOC003015,CUST3015,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC003016,CUST3016,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC003017,CUST3017,Instagram,42,89,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC003018,CUST3018,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC003019,CUST3019,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC003020,CUST3020,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC003021,CUST3021,Instagram,47,100,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC003022,CUST3022,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC003023,CUST3023,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC003024,CUST3024,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC003025,CUST3025,Instagram,55,120,37,Short Reels,High,Yes,7.4,Short Video,27,0.29
SOC003026,CUST3026,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC003027,CUST3027,Instagram,43,92,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC003028,CUST3028,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC003029,CUST3029,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC003030,CUST3030,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC003031,CUST3031,Instagram,49,106,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC003032,CUST3032,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC003033,CUST3033,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC003034,CUST3034,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC003035,CUST3035,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC003036,CUST3036,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC003037,CUST3037,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC003038,CUST3038,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC003039,CUST3039,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC003040,CUST3040,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC003041,CUST3041,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC003042,CUST3042,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC003043,CUST3043,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC003044,CUST3044,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC003045,CUST3045,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC003046,CUST3046,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC003047,CUST3047,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC003048,CUST3048,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC003049,CUST3049,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC003050,CUST3050,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC003051,CUST3051,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC003052,CUST3052,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC003053,CUST3053,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC003054,CUST3054,Twitter,14,22,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC003055,CUST3055,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC003056,CUST3056,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC003057,CUST3057,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC003058,CUST3058,Facebook,12,21,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC003059,CUST3059,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC003060,CUST3060,Twitter,16,26,6,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08
SOC003061,CUST3061,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC003062,CUST3062,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC003063,CUST3063,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC003064,CUST3064,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC003065,CUST3065,Instagram,55,121,37,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC003066,CUST3066,Twitter,18,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09
SOC003067,CUST3067,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC003068,CUST3068,YouTube,25,40,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC003069,CUST3069,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC003070,CUST3070,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC003071,CUST3071,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC003072,CUST3072,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC003073,CUST3073,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC003074,CUST3074,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC003075,CUST3075,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC003076,CUST3076,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC003077,CUST3077,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC003078,CUST3078,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC003079,CUST3079,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC003080,CUST3080,Twitter,17,27,6,Match Highlights,Medium,No,3.3,Carousel Post,7,0.09
SOC003081,CUST3081,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC003082,CUST3082,YouTube,26,44,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC003083,CUST3083,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC003084,CUST3084,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC003085,CUST3085,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC003086,CUST3086,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC003087,CUST3087,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC003088,CUST3088,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC003089,CUST3089,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC003090,CUST3090,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC003091,CUST3091,Instagram,50,105,33,Memes,High,Yes,6.8,Short Video,24,0.27
SOC003092,CUST3092,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC003093,CUST3093,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC003094,CUST3094,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07
SOC003095,CUST3095,Instagram,54,116,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC003096,CUST3096,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC003097,CUST3097,Instagram,41,88,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22
SOC003098,CUST3098,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC003099,CUST3099,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC003100,CUST3100,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC003101,CUST3101,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC003102,CUST3102,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC003103,CUST3103,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC003104,CUST3104,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC003105,CUST3105,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29
SOC003106,CUST3106,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC003107,CUST3107,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC003108,CUST3108,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC003109,CUST3109,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC003110,CUST3110,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC003111,CUST3111,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC003112,CUST3112,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC003113,CUST3113,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC003114,CUST3114,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC003115,CUST3115,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC003116,CUST3116,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC003117,CUST3117,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC003118,CUST3118,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC003119,CUST3119,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC003120,CUST3120,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC003121,CUST3121,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC003122,CUST3122,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC003123,CUST3123,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC003124,CUST3124,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC003125,CUST3125,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC003126,CUST3126,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC003127,CUST3127,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC003128,CUST3128,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC003129,CUST3129,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC003130,CUST3130,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC003131,CUST3131,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC003132,CUST3132,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
